image,status,field_exact_match_accuracy,critical_field_exact_match_accuracy,full_label_exact_match,cer,wer
001_blur.jpg,SUCCESS,0.0,0.0,False,574.0,56.0
002_blur.jpg,SUCCESS,0.0,0.0,False,514.0,49.0
003_damaged.jpg,SUCCESS,0.0,0.0,False,571.0,55.0
004_reflection.jpg,SUCCESS,0.0,0.0,False,651.0,62.0
005_blur.jpg,SUCCESS,0.0,0.0,False,572.0,56.0
006_rotated.jpg,SUCCESS,0.0,0.0,False,573.0,55.0
007_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,563.0,55.0
008_reflection.jpg,SUCCESS,0.0,0.0,False,648.0,62.0
009_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,356.0,31.0
010_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,566.0,54.0
011_rotated.jpg,SUCCESS,0.0,0.0,False,562.0,54.0
012_rotated.jpg,SUCCESS,0.0,0.0,False,649.0,62.0
013_small_text.jpg,SUCCESS,0.0,0.0,False,508.0,49.0
014_damaged.jpg,SUCCESS,0.0,0.0,False,512.0,49.0
015_small_text.jpg,SUCCESS,0.0,0.0,False,502.0,49.0
016_small_text.jpg,SUCCESS,0.0,0.0,False,656.0,62.0
017_clear.jpg,SUCCESS,0.0,0.0,False,499.0,48.0
018_dark.jpg,SUCCESS,0.0,0.0,False,508.0,49.0
019_dark.jpg,SUCCESS,0.0,0.0,False,569.0,55.0
020_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,647.0,62.0
021_clear.jpg,SUCCESS,0.0,0.0,False,566.0,55.0
022_clear.jpg,SUCCESS,0.0,0.0,False,572.0,55.0
023_dark.jpg,SUCCESS,0.0,0.0,False,578.0,55.0
024_clear.jpg,SUCCESS,0.0,0.0,False,643.0,62.0
025_blur.jpg,SUCCESS,0.0,0.0,False,568.0,54.0
026_damaged.jpg,SUCCESS,0.0,0.0,False,570.0,55.0
027_damaged.jpg,SUCCESS,0.0,0.0,False,572.0,55.0
028_rotated.jpg,SUCCESS,0.0,0.0,False,655.0,62.0
029_rotated.jpg,SUCCESS,0.0,0.0,False,570.0,55.0
030_rotated.jpg,SUCCESS,0.0,0.0,False,570.0,55.0
031_damaged.jpg,SUCCESS,0.0,0.0,False,568.0,54.0
032_small_text.jpg,SUCCESS,0.0,0.0,False,648.0,62.0
033_dark.jpg,SUCCESS,0.0,0.0,False,570.0,56.0
034_blur.jpg,SUCCESS,0.0,0.0,False,576.0,55.0
035_dark.jpg,SUCCESS,0.0,0.0,False,572.0,55.0
036_small_text.jpg,SUCCESS,0.0,0.0,False,653.0,62.0
037_small_text.jpg,SUCCESS,0.0,0.0,False,504.0,49.0
038_clear.jpg,SUCCESS,0.0,0.0,False,513.0,49.0
039_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,567.0,54.0
040_small_text.jpg,SUCCESS,0.0,0.0,False,648.0,62.0
041_small_text.jpg,SUCCESS,0.0,0.0,False,515.0,49.0
042_small_text.jpg,SUCCESS,0.0,0.0,False,509.0,49.0
043_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,570.0,55.0
044_clear.jpg,SUCCESS,0.0,0.0,False,643.0,61.0
045_clear.jpg,SUCCESS,0.0,0.0,False,562.0,54.0
046_dark.jpg,SUCCESS,0.0,0.0,False,570.0,55.0
047_clear.jpg,SUCCESS,0.0,0.0,False,515.0,49.0
048_rotated.jpg,SUCCESS,0.0,0.0,False,653.0,62.0
049_rotated.jpg,SUCCESS,0.0,0.0,False,575.0,55.0
050_damaged.jpg,SUCCESS,0.0,0.0,False,568.0,55.0
051_blur.jpg,SUCCESS,0.0,0.0,False,508.0,49.0
052_clear.jpg,SUCCESS,0.0,0.0,False,645.0,61.0
053_blur.jpg,SUCCESS,0.0,0.0,False,574.0,55.0
054_reflection.jpg,SUCCESS,0.0,0.0,False,575.0,55.0
055_small_text.jpg,SUCCESS,0.0,0.0,False,510.0,49.0
056_blur.jpg,SUCCESS,0.0,0.0,False,649.0,62.0
057_damaged.jpg,SUCCESS,0.0,0.0,False,506.0,49.0
058_reflection.jpg,SUCCESS,0.0,0.0,False,575.0,55.0
059_clear.jpg,SUCCESS,0.0,0.0,False,570.0,55.0
060_rotated.jpg,SUCCESS,0.0,0.0,False,641.0,61.0
061_damaged.jpg,SUCCESS,0.0,0.0,False,512.0,49.0
062_dark.jpg,SUCCESS,0.0,0.0,False,510.0,49.0
063_reflection.jpg,SUCCESS,0.0,0.0,False,576.0,55.0
064_damaged.jpg,SUCCESS,0.0,0.0,False,649.0,62.0
065_small_text.jpg,SUCCESS,0.0,0.0,False,512.0,49.0
066_clear.jpg,SUCCESS,0.0,0.0,False,509.0,49.0
067_reflection.jpg,SUCCESS,0.0,0.0,False,575.0,55.0
068_rotated.jpg,SUCCESS,0.0,0.0,False,647.0,62.0
069_small_text.jpg,SUCCESS,0.0,0.0,False,510.0,49.0
070_reflection.jpg,SUCCESS,0.0,0.0,False,574.0,55.0
071_clear.jpg,SUCCESS,0.0,0.0,False,514.0,49.0
072_dark.jpg,SUCCESS,0.0,0.0,False,643.0,62.0
073_small_text.jpg,SUCCESS,0.0,0.0,False,510.0,49.0
074_blur.jpg,SUCCESS,0.0,0.0,False,567.0,55.0
075_rotated.jpg,SUCCESS,0.0,0.0,False,511.0,49.0
076_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,655.0,62.0
077_rotated.jpg,SUCCESS,0.0,0.0,False,570.0,55.0
078_rotated.jpg,SUCCESS,0.0,0.0,False,566.0,54.0
079_clear.jpg,SUCCESS,0.0,0.0,False,508.0,49.0
080_clear.jpg,SUCCESS,0.0,0.0,False,653.0,62.0
081_rotated.jpg,SUCCESS,0.0,0.0,False,573.0,55.0
082_clear.jpg,SUCCESS,0.0,0.0,False,510.0,49.0
083_rotated.jpg,SUCCESS,0.0,0.0,False,502.0,48.0
084_clear.jpg,SUCCESS,0.0,0.0,False,653.0,62.0
085_clear.jpg,SUCCESS,0.0,0.0,False,509.0,49.0
086_clear.jpg,SUCCESS,0.0,0.0,False,572.0,55.0
087_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,348.0,30.0
088_blur.jpg,SUCCESS,0.0,0.0,False,656.0,62.0
089_reflection.jpg,SUCCESS,0.0,0.0,False,504.0,48.0
090_clear.jpg,SUCCESS,0.0,0.0,False,508.0,49.0
091_reflection.jpg,SUCCESS,0.0,0.0,False,509.0,49.0
092_damaged.jpg,SUCCESS,0.0,0.0,False,645.0,62.0
093_dark.jpg,SUCCESS,0.0,0.0,False,573.0,55.0
094_small_text.jpg,SUCCESS,0.0,0.0,False,508.0,49.0
095_clear.jpg,SUCCESS,0.0,0.0,False,565.0,55.0
096_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,649.0,62.0
097_dark.jpg,SUCCESS,0.0,0.0,False,573.0,55.0
098_reflection.jpg,SUCCESS,0.0,0.0,False,566.0,54.0
099_small_text.jpg,SUCCESS,0.0,0.0,False,514.0,49.0
100_vietnamese_mixed.jpg,SUCCESS,0.0,0.0,False,651.0,63.0
